call_id,rsrp_min,rsrp_max,rsrp_mean,rsrp_std,rsrp_last,rsrp_slope_last5,rsrp_slope_all,rsrp_time_below_minus110,rsrq_min,rsrq_mean,rsrq_std,rsrq_slope_last5,sinr_min,sinr_mean,sinr_time_below_0,rain_mean,rain_max,tower_load_mean,tower_load_max,tower_load_high,speed_kmph_mean,speed_kmph_max,call_duration_sec,start_hour,date,time,band_5G_n78,band_LTE_B20,band_LTE_B3,is_drop
14,-73.6,-66.0,-69.77319587628865,1.419764906002456,-70.4,-0.3199999999999986,0.0204660214601302,0,-14.6,-8.541237113402062,2.597264289005179,-0.9499999999999996,7.5,16.931958762886598,0,0.2,0.2,40.0,40,0,6.7,6.7,96,22,2023-11-14,22:36:40,1,0,0,0
15,-95.8,-82.6,-89.00888888888889,3.411454397306773,-83.2,0.5600000000000092,0.0276166959885597,0,-18.9,-10.097777777777775,3.2988902070826938,0.4900000000000006,6.4,15.07,0,0.0,0.0,29.0,29,0,3.6,3.6,179,22,2023-11-14,22:38:20,1,0,0,0
16,-72.0,-66.3,-68.77831325301206,1.3656096818325858,-71.0,-0.6499999999999926,-0.0090172536837249,0,-16.4,-7.697590361445783,2.923036172252442,-0.459999999999999,10.3,17.68433734939759,0,0.0,0.0,60.0,60,0,9.5,9.5,82,22,2023-11-14,22:40:00,0,0,1,0
17,-100.4,-75.7,-86.92575757575757,5.80918170336922,-99.3,-0.669999999999994,-0.0919822153375709,0,-19.0,-9.45959595959596,3.22028529782292,-0.0699999999999994,5.9,15.648484848484848,0,0.9000000000000001,0.9,21.0,21,0,9.1,9.1,197,22,2023-11-14,22:41:40,0,0,1,0
18,-84.4,-72.0,-78.3216049382716,2.969779863766017,-81.7,0.2400000000000056,0.0212045257924158,0,-18.7,-9.235185185185184,2.963388865467696,-0.1399999999999993,7.5,16.441358024691358,0,0.0,0.0,29.0,29,0,3.4,3.4,161,22,2023-11-14,22:43:20,1,0,0,0
19,-114.0,-65.8,-73.48695652173913,10.729032374375452,-107.0,1.70000000000002,-0.2443059044742067,1,-16.8,-8.417391304347825,2.9399337921696698,0.3100000000000016,3.8,15.857608695652177,0,0.0,0.0,42.0,42,0,3.4,3.4,91,22,2023-11-14,22:45:00,1,0,0,0
20,-111.0,-76.9,-89.07021276595745,6.738476101411777,-107.0,-0.5999999999999905,-0.1736372502980169,3,-17.0,-9.954255319148936,3.2382679856698724,0.6000000000000013,6.5,15.082978723404254,0,0.0,0.0,52.0,52,0,2.6,2.6,93,22,2023-11-14,22:46:40,0,1,0,0
21,-80.4,-68.4,-73.60692307692307,2.680020492272063,-73.8,-0.1900000000000055,-0.0313545180188176,0,-16.4,-8.263846153846153,3.07341700216081,0.880000000000001,8.8,17.713846153846156,0,1.7,1.7,37.0,37,0,44.6,44.6,129,22,2023-11-14,22:48:20,1,0,0,0
22,-80.5,-69.8,-76.27083333333333,3.687411496714091,-80.5,-0.1699999999999933,-0.2414785062961355,0,-15.0,-9.266666666666667,3.085541666528994,0.960000000000001,9.5,16.64375,0,0.0,0.0,49.0,49,0,3.4,3.4,47,22,2023-11-14,22:50:00,1,0,0,0
23,-113.0,-64.6,-70.79837837837839,8.211368548726101,-113.0,-0.2999999999999871,-0.0721813047268869,2,-15.5,-7.989189189189189,2.704121631054096,0.98,7.0,17.925945945945948,0,0.0,0.0,51.0,51,0,3.6,3.6,184,22,2023-11-14,22:51:40,0,0,1,0
24,-83.1,-76.1,-79.175,2.5873139640150127,-82.5,0.2200000000000089,-0.2340175953079174,0,-13.2,-8.55625,2.7673135336546864,-0.9299999999999984,5.0,15.846875,0,0.0,0.0,57.0,57,0,0.0,0.0,31,22,2023-11-14,22:53:20,0,1,0,0
25,-114.0,-79.3,-89.20531400966183,5.822030537998364,-111.0,0.2000000000000045,-0.081302020759598,3,-16.9,-9.931400966183576,3.0390387897541107,1.620000000000002,3.7,15.015458937198067,0,0.6,0.6,41.0,41,0,3.6,3.6,206,22,2023-11-14,22:55:00,0,1,0,0
26,-79.3,-65.1,-71.93703703703703,3.929295496831355,-79.2,-0.2299999999999917,-0.0903569693332188,0,-15.2,-8.47962962962963,3.048417982821973,0.260000000000001,9.4,17.19074074074074,0,0.0,0.0,83.0,83,108,2.8,2.8,107,22,2023-11-14,22:56:40,1,0,0,0
27,-92.9,-74.8,-83.50081967213114,4.82016247285649,-89.0,0.2800000000000109,-0.0972758004236322,0,-20.0,-9.381147540983608,3.183800212989749,-1.67,5.3,15.538524590163934,0,0.0,0.0,42.0,42,0,1.7,1.7,121,22,2023-11-14,22:58:20,0,1,0,0
28,-96.6,-65.7,-77.40294117647058,6.067947859068076,-91.8,0.4300000000000098,-0.1052830476772144,0,-14.1,-8.745588235294118,2.885911937068808,-0.7699999999999998,4.9,16.155882352941177,0,0.0,0.0,64.0,64,0,3.4,3.4,67,23,2023-11-14,23:00:00,0,1,0,1
29,-115.0,-70.6,-78.86359832635983,6.094195235555949,-104.0,2.0,-0.0173021342428182,3,-17.2,-8.896652719665273,3.105306736074249,-1.5,1.6,16.22008368200837,0,2.5,2.5,29.0,29,0,8.0,8.0,238,23,2023-11-14,23:01:40,0,1,0,0
30,-87.5,-71.3,-80.42884615384615,3.9377602691462266,-86.1,0.2500000000000032,-0.1190611330417153,0,-16.0,-9.8375,3.155060275146233,0.3400000000000001,7.4,16.552884615384617,0,0.0,0.0,64.0,64,0,85.79999999999998,85.8,103,23,2023-11-14,23:03:20,0,1,0,1
31,-76.0,-64.2,-70.64285714285714,2.684349634427416,-73.1,0.4500000000000079,-0.0108226751111002,0,-15.2,-8.621428571428572,2.8921793190981187,0.0199999999999995,7.7,17.625974025974028,0,0.0,0.0,45.0,45,0,118.2,118.2,153,23,2023-11-14,23:05:00,0,1,0,0
32,-103.2,-81.8,-92.81581920903956,4.322138902719537,-101.5,0.250000000000012,-0.071210678485483,0,-18.0,-10.409604519774012,3.07830907715988,0.1200000000000011,5.5,15.153107344632769,0,0.0,0.0,53.0,53,0,43.6,43.6,176,23,2023-11-14,23:06:40,1,0,0,0
33,-115.0,-64.8,-74.12666666666667,8.50868002329571,-109.0,-1.1999999999999922,0.0277546165175031,2,-17.0,-8.636410256410256,2.847309715209648,-1.0399999999999996,5.7,16.583076923076923,0,0.0,0.0,24.0,24,0,5.7,5.7,194,23,2023-11-14,23:08:20,1,0,0,0
34,-70.5,-58.8,-64.20372670807453,2.7896435300670097,-62.9,0.0100000000000026,-0.0080638946399812,0,-15.3,-7.747826086956522,2.749138204886254,-1.0099999999999996,8.3,18.74472049689441,0,0.0,0.0,82.0,82,161,4.9,4.9,160,23,2023-11-14,23:10:00,0,1,0,0
35,-88.3,-78.2,-84.03823529411764,2.3022518826773366,-84.2,0.4600000000000058,-0.0179474966567126,0,-16.4,-9.424117647058823,3.149049934350971,0.0100000000000024,3.9,16.242941176470588,0,0.0,0.0,85.0,85,170,2.8,2.8,169,23,2023-11-14,23:11:40,1,0,0,0
36,-115.0,-76.0,-83.7511013215859,5.45651645196581,-115.0,-2.399999999999994,-0.0310478302887548,4,-20.0,-9.29295154185022,2.947692004349958,-1.4400000000000002,3.9,15.565198237885465,0,0.0,0.0,49.0,49,0,0.0,0.0,226,23,2023-11-14,23:13:20,0,1,0,0
37,-85.1,-78.0,-82.11142857142858,1.752942304438202,-81.5,0.750000000000012,-0.1319327731092444,0,-17.3,-10.528571428571428,3.642847256536263,-2.33,8.3,15.925714285714283,0,0.0,0.0,62.0,62,0,60.8,60.8,34,23,2023-11-14,23:15:00,1,0,0,0
38,-125.0,-88.4,-103.60576923076924,10.90724554042105,-125.0,-0.9999999999999978,-0.7099846324596599,15,-20.0,-11.584615384615384,3.0396326284334267,1.7400000000000009,7.4,13.805769230769233,0,0.0,0.0,82.0,82,52,2.1,2.1,51,23,2023-11-14,23:16:40,0,0,1,1
39,-79.1,-70.3,-74.77358490566037,2.132319649476497,-75.2,0.4000000000000059,0.0077465418460867,0,-16.6,-8.743867924528303,2.898358767726046,1.7200000000000009,6.7,16.8,0,0.0,0.0,31.0,31,0,5.0,5.0,211,23,2023-11-14,23:18:20,0,1,0,0
40,-84.7,-71.6,-78.80683229813664,3.238173177572543,-81.3,0.440000000000005,-0.0523553600184031,0,-16.0,-9.180124223602483,2.824354348248826,-1.029999999999999,6.5,16.595031055900623,0,0.0,0.0,56.0,56,0,4.4,4.4,160,23,2023-11-14,23:20:00,0,1,0,0
41,-113.0,-79.4,-85.56148148148148,5.914603545654301,-111.0,-0.3000000000000007,-0.0510267290995998,2,-18.3,-9.907407407407408,3.1030709302966604,0.0200000000000003,4.7,15.737777777777778,0,0.0,0.0,62.0,62,0,3.0,3.0,134,23,2023-11-14,23:21:40,0,1,0,0
42,-86.5,-78.0,-81.94175824175824,2.212693980652252,-85.8,-0.0599999999999984,-0.0692068800764454,0,-16.1,-9.578021978021978,2.908562157103371,0.330000000000001,5.6,15.774725274725276,0,0.0,0.0,37.0,37,0,5.4,5.4,90,23,2023-11-14,23:23:20,0,0,1,0
43,-114.0,-64.0,-78.04858490566038,7.522985181753958,-111.0,-1.399999999999994,0.0125719622213294,2,-16.0,-8.788679245283019,3.088115754120435,-0.2699999999999988,5.6,16.120754716981132,0,0.0,0.0,96.0,96,212,9.5,9.5,211,23,2023-11-14,23:25:00,1,0,0,0
44,-83.3,-75.3,-78.51818181818182,2.0321197035387635,-81.8,0.3700000000000092,-0.0838409351842185,0,-16.8,-9.201515151515151,2.686461351308556,1.130000000000002,8.3,16.349999999999998,0,0.0,0.0,25.0,25,0,0.7,0.7,65,23,2023-11-14,23:26:40,0,1,0,0
45,-94.8,-76.4,-85.74058823529411,4.809931749922648,-80.5,0.0500000000000066,0.0576563406427663,0,-17.2,-9.266470588235292,3.0112794685301743,0.0200000000000016,5.6,15.638823529411765,0,0.0,0.0,21.0,21,0,4.1,4.1,169,23,2023-11-14,23:28:20,0,0,1,0
46,-100.5,-81.0,-90.065625,5.956271261343779,-100.5,-0.5799999999999851,-0.627914222873901,0,-15.9,-9.946875,2.2324562452815893,1.0200000000000014,8.6,15.425,0,0.0,0.0,62.0,62,0,70.7,70.7,31,23,2023-11-14,23:30:00,0,0,1,0
47,-79.1,-61.1,-68.78863636363636,4.493750907511764,-69.4,-0.7499999999999987,-0.0297863216557813,0,-16.4,-7.992272727272727,2.963057830367493,-0.4299999999999995,9.2,17.597272727272728,0,0.0,0.0,34.0,34,0,1.5,1.5,219,23,2023-11-14,23:31:40,0,0,1,0
48,-92.2,-59.0,-70.11836734693878,8.017524385925586,-86.3,0.5200000000000042,-0.2619387755102045,0,-16.5,-8.014285714285714,3.1346849921483337,1.500000000000001,5.4,17.557142857142857,0,0.0,0.0,67.0,67,0,2.5,2.5,48,23,2023-11-14,23:33:20,0,0,1,1
49,-91.1,-77.5,-84.34274193548387,3.878063664577969,-88.6,-0.3899999999999965,-0.0961173878835561,0,-20.0,-9.667741935483871,3.1223961089708885,0.4600000000000014,1.8,15.158870967741937,0,0.0,0.0,93.0,93,124,1.4,1.4,123,23,2023-11-14,23:35:00,0,0,1,0
50,-73.7,-62.0,-68.37370689655172,2.548261109910292,-67.4,0.2600000000000089,0.0094115481972518,0,-14.5,-7.864655172413792,2.853303828498124,-0.8699999999999998,5.8,17.311637931034483,0,0.0,0.0,47.0,47,0,46.6,46.6,231,23,2023-11-14,23:36:40,0,1,0,0
51,-85.7,-71.4,-78.95934065934067,3.0996516654046884,-73.8,-0.0699999999999936,0.0253112524645898,0,-17.6,-8.565934065934066,3.213291449647861,0.5800000000000011,6.2,16.594505494505494,0,0.0,0.0,57.0,57,0,2.1,2.1,181,23,2023-11-14,23:38:20,1,0,0,0
52,-101.7,-78.5,-90.79770114942528,5.764788404747415,-97.8,-0.1599999999999872,-0.2157286578697958,0,-16.2,-9.619540229885056,2.503339122631534,-0.2699999999999978,3.8,15.095402298850574,0,0.3,0.3,46.0,46,0,8.5,8.5,86,23,2023-11-14,23:40:00,1,0,0,1
53,-90.3,-65.9,-80.07814207650273,7.533008887740689,-87.3,0.2800000000000149,-0.1311839621533132,0,-16.5,-8.908196721311475,2.925914626343108,-1.6299999999999988,5.6,15.596174863387978,0,0.0,0.0,37.0,37,0,4.4,4.4,182,23,2023-11-14,23:41:40,0,0,1,0
54,-86.4,-73.6,-78.61666666666666,2.85412034607031,-86.4,-0.4099999999999871,-0.0064247382596545,0,-20.0,-9.371929824561404,3.208382515647603,-0.2099999999999973,8.2,17.326315789473686,0,0.0,0.0,50.0,50,0,7.0,7.0,113,23,2023-11-14,23:43:20,0,1,0,0
55,-86.1,-69.9,-79.51643192488262,4.027952150850604,-82.3,-0.1599999999999891,-0.0420601727096845,0,-16.2,-9.072300469483569,2.9430975954701264,0.9000000000000035,5.0,16.214553990610327,0,0.1,0.1,51.0,51,0,38.5,38.5,212,23,2023-11-14,23:45:00,0,1,0,0
56,-93.5,-84.2,-89.86542056074767,2.3323849161173484,-91.2,0.1300000000000127,-0.0323830796057911,0,-18.9,-9.65607476635514,2.938783523523099,-0.8799999999999998,2.5,15.018691588785046,0,0.0,0.0,35.0,35,0,52.4,52.4,106,23,2023-11-14,23:46:40,0,0,1,0
57,-70.4,-55.4,-64.105,3.865114138797978,-60.2,-0.7699999999999988,0.0475858629686192,0,-14.6,-7.3536363636363635,2.8076437503373954,-0.6099999999999997,5.4,18.526818181818182,0,0.0,0.0,60.0,60,0,0.5,0.5,219,23,2023-11-14,23:48:20,1,0,0,0
58,-80.8,-71.0,-75.92586206896551,2.2167275030428377,-80.2,-0.4899999999999947,-0.0380725337598811,0,-16.3,-8.96206896551724,2.9730265508994864,0.3000000000000008,6.4,17.110344827586207,0,0.0,0.0,68.0,68,0,109.3,109.3,57,23,2023-11-14,23:50:00,1,0,0,0
59,-77.7,-64.1,-70.706432748538,3.3911328351665544,-72.7,-0.3599999999999936,-0.0317579859361121,0,-15.2,-7.955555555555556,2.738464814907006,-0.4999999999999993,7.9,17.71345029239766,0,0.0,0.0,29.0,29,0,8.6,8.6,170,23,2023-11-14,23:51:40,0,1,0,0
60,-91.9,-76.7,-82.97222222222223,4.0158693142589055,-91.9,-0.6600000000000028,-0.365122265122267,0,-14.1,-9.63888888888889,2.5725226949189413,1.0300000000000005,11.6,16.37777777777778,0,3.2,3.2,50.0,50,0,6.5,6.5,35,23,2023-11-14,23:53:20,0,0,1,0
61,-87.8,-68.6,-78.69829787234042,4.944797542003675,-69.9,0.4600000000000026,0.0418644067796609,0,-18.2,-8.689787234042553,3.007039809526249,-1.0800000000000003,4.9,16.633617021276596,0,0.0,0.0,47.0,47,0,0.4,0.4,234,23,2023-11-14,23:55:00,0,1,0,0
62,-102.2,-82.8,-90.78823529411764,5.3059580408101406,-102.2,-1.1699999999999913,-0.5213445378151266,0,-16.7,-10.697058823529412,2.823009923244687,-1.89,6.7,15.023529411764706,0,0.0,0.0,77.0,77,0,0.2,0.2,33,23,2023-11-14,23:56:40,0,0,1,0
63,-90.5,-77.8,-84.5,3.707020366817535,-90.5,-0.3699999999999893,-0.3890322580645143,0,-14.4,-9.62258064516129,2.8636468214986937,0.9100000000000004,10.3,18.58709677419355,0,0.0,0.0,15.0,15,0,80.2,80.2,30,23,2023-11-14,23:58:20,0,1,0,0
64,-92.0,-82.3,-86.60787037037036,2.328425578828172,-86.5,-0.289999999999992,-0.0114685218923783,0,-17.7,-9.429629629629629,2.734831630692148,1.1500000000000017,3.5,15.537037037037036,0,0.0,0.0,33.0,33,0,4.1,4.1,215,0,2023-11-15,00:00:00,1,0,0,0
65,-79.2,-61.1,-70.05,4.180390944540703,-75.1,-0.1499999999999908,-0.0388936748135748,0,-15.4,-8.150531914893616,2.7676994315425616,0.1100000000000014,4.7,17.347340425531915,0,0.5,0.5,32.0,32,0,8.3,8.3,187,0,2023-11-15,00:01:40,0,0,1,0
66,-91.2,-73.2,-81.4581081081081,3.326338335360881,-91.2,-0.7899999999999942,-0.0033786662908266,0,-19.5,-9.371171171171172,3.193712357453558,-1.8399999999999992,7.0,16.06756756756757,0,2.0,2.0,54.0,54,0,0.5,0.5,221,0,2023-11-15,00:03:20,0,1,0,0
67,-79.5,-53.3,-67.24055944055944,7.469159480610514,-58.9,-0.1999999999999971,0.1744763452509934,0,-16.8,-8.279020979020979,2.9256238806630765,-0.3899999999999985,5.8,17.266433566433566,0,0.0,0.0,48.0,48,0,6.2,6.2,142,0,2023-11-15,00:05:00,0,1,0,0
68,-76.7,-65.4,-69.63404255319149,2.530525602740795,-68.2,0.0100000000000084,0.0695965032691551,0,-14.2,-8.556382978723404,2.8621579388293603,-0.9099999999999993,8.8,17.77340425531915,0,0.0,0.0,60.0,60,0,66.2,66.2,93,0,2023-11-15,00:06:40,0,0,1,0
69,-115.0,-65.4,-76.46610169491525,14.37219070203589,-115.0,-0.8999999999999848,-0.5686206896551723,5,-18.0,-8.725423728813558,3.452714735030422,0.2200000000000021,6.9,15.784745762711864,0,0.0,0.0,68.0,68,0,1.0,1.0,58,0,2023-11-15,00:08:20,0,1,0,0
70,-73.8,-65.6,-69.54938271604938,1.9195131841687183,-68.0,0.6100000000000082,-0.021793134598012,0,-13.4,-7.520987654320988,2.828502963114177,-1.5899999999999996,7.1,16.998765432098768,0,0.0,0.0,59.0,59,0,110.3,110.3,80,0,2023-11-15,00:10:00,0,1,0,0
71,-72.9,-44.0,-57.01017699115044,8.631278157677539,-44.0,4.0501684207006335e-15,0.1303338401361868,0,-17.0,-7.064159292035399,2.954619501929131,-0.9200000000000002,3.8,19.299115044247788,0,0.0,0.0,94.0,94,226,7.5,7.5,225,0,2023-11-15,00:11:40,0,1,0,0
72,-89.7,-76.4,-84.25897435897436,2.9810773500666143,-88.2,0.4700000000000069,-0.0541470816013655,0,-17.9,-9.312820512820512,3.055882068926975,-0.4999999999999994,3.7,15.646794871794873,0,0.0,0.0,32.0,32,0,4.9,4.9,155,0,2023-11-15,00:13:20,0,1,0,0
73,-89.5,-71.2,-81.38831168831169,5.395977400999626,-87.9,0.0600000000000024,-0.2340527893159474,0,-17.8,-9.375324675324675,3.1511132470653105,0.1900000000000008,3.6,15.98051948051948,0,0.0,0.0,30.0,30,0,7.699999999999999,7.7,76,0,2023-11-15,00:15:00,1,0,0,0
74,-85.3,-73.7,-79.43656387665197,3.068831693629037,-81.9,-0.939999999999995,-0.004510135031157,0,-18.5,-9.015418502202644,2.829628353002622,-0.4199999999999988,5.9,16.54185022026432,0,0.1,0.1,22.0,22,0,82.90000000000002,82.9,226,0,2023-11-15,00:16:40,0,1,0,0
75,-103.2,-81.6,-90.61078431372547,5.990023016358226,-102.7,-0.1799999999999983,-0.0956103215045479,0,-20.0,-9.916666666666666,3.199294359801364,0.0600000000000011,3.9,14.709803921568628,0,0.0,0.0,52.0,52,0,9.7,9.7,203,0,2023-11-15,00:18:20,0,1,0,0
76,-113.0,-65.0,-74.12524752475247,7.872321067712682,-101.0,2.9000000000000123,-0.0457736436094895,3,-16.5,-8.73019801980198,2.778028392878274,0.3800000000000011,7.1,17.06188118811881,0,0.0,0.0,36.0,36,0,33.6,33.6,201,0,2023-11-15,00:20:00,0,1,0,0
77,-74.0,-62.1,-68.14070796460177,3.1239751796201034,-67.6,-0.3899999999999969,-0.0681216315124094,0,-15.0,-7.545132743362832,2.793550964480592,-0.1999999999999998,9.5,17.626548672566372,0,0.0,0.0,44.0,44,0,6.6,6.6,112,0,2023-11-15,00:21:40,0,0,1,0
78,-82.5,-73.9,-78.04,3.064137917338352,-82.2,-0.4499999999999974,-0.2775070028011206,0,-13.6,-8.634285714285713,2.451763213922351,0.0700000000000005,8.1,16.114285714285714,0,0.0,0.0,78.0,78,0,6.1,6.1,34,0,2023-11-15,00:23:20,1,0,0,0
79,-92.9,-81.7,-88.02333333333334,3.329140300624604,-90.0,0.2500000000000056,-0.178399555432064,0,-17.8,-10.011666666666668,3.3747864548470634,0.8700000000000017,2.6,15.176666666666668,0,2.7,2.7,15.0,15,0,4.7,4.7,59,0,2023-11-15,00:25:00,0,0,1,0
80,-76.9,-57.7,-70.44388185654009,3.1369609258627653,-57.7,0.9600000000000076,0.0159548479335953,0,-15.5,-8.118565400843881,2.986053963375019,1.2200000000000013,5.8,17.717299578059073,0,0.0,0.0,36.0,36,0,6.6,6.6,236,0,2023-11-15,00:26:40,0,0,1,0
81,-83.8,-69.3,-76.37303370786516,3.698961956844037,-79.2,0.6200000000000131,-0.0008258070556391,0,-19.3,-9.052247191011237,3.141938029722926,-0.6699999999999998,6.4,16.63876404494382,0,0.0,0.0,48.0,48,0,0.2,0.2,177,0,2023-11-15,00:28:20,0,0,1,0
82,-75.5,-62.7,-69.46496350364964,3.231408162379605,-62.7,1.1400000000000037,0.066435492000672,0,-15.0,-7.625547445255474,2.9162836240738343,0.3100000000000004,7.9,17.708029197080293,0,0.0,0.0,20.0,20,0,2.0,2.0,136,0,2023-11-15,00:30:00,0,1,0,0
83,-78.4,-70.1,-74.97757009345794,2.0431343111594065,-72.4,0.3900000000000069,0.03867336742491,0,-17.3,-8.77196261682243,3.0591586706436487,1.1200000000000017,5.5,16.821495327102806,0,0.0,0.0,80.0,80,0,6.7,6.7,106,0,2023-11-15,00:31:40,1,0,0,0
84,-75.6,-65.0,-69.31137724550898,2.606096170212217,-74.4,-0.5699999999999947,0.0050792562894866,0,-17.4,-8.424550898203593,3.024288566462721,1.1000000000000023,5.4,17.40299401197605,0,2.6,2.6,28.0,28,0,3.7,3.7,166,0,2023-11-15,00:33:20,0,0,1,0
85,-88.8,-77.5,-83.37283950617284,2.6455171198131686,-85.1,-0.6899999999999906,-0.0258125976450861,0,-17.5,-9.395679012345678,2.8850944582410007,0.3600000000000015,6.0,16.395679012345678,0,0.0,0.0,49.0,49,0,114.3,114.3,161,0,2023-11-15,00:35:00,0,0,1,0
86,-115.0,-81.9,-86.86933333333333,7.701806971784637,-110.0,1.400000000000008,-0.2282560455192033,2,-15.8,-9.781333333333334,2.905990705763179,1.1500000000000017,5.0,15.948,0,0.0,0.0,45.0,45,0,1.6,1.6,74,0,2023-11-15,00:36:40,0,1,0,0
87,-89.6,-72.0,-78.77579617834394,3.5558619221607097,-89.4,-0.1299999999999922,-0.0421033372819233,0,-17.2,-8.99936305732484,3.173457566288975,1.0400000000000014,5.7,16.59936305732484,0,0.0,0.0,45.0,45,0,8.0,8.0,156,0,2023-11-15,00:38:20,1,0,0,0
88,-74.9,-65.9,-69.80466666666668,1.960322417895304,-71.9,0.0100000000000067,-0.0123697942130758,0,-16.4,-8.000666666666666,2.8841966223889024,1.2100000000000013,7.9,17.702666666666666,0,6.5,6.5,85.0,85,150,54.2,54.2,149,0,2023-11-15,00:40:00,0,1,0,0
89,-77.7,-62.9,-70.20925925925927,4.4336669066866845,-72.2,0.6700000000000053,-0.0613978494623658,0,-16.0,-8.068518518518518,2.6844998026360782,1.33,6.1,16.897685185185185,0,0.0,0.0,80.0,80,0,9.4,9.4,215,0,2023-11-15,00:41:40,0,0,1,0
